time;gFx;gFy;gFz;TgF;Actividad;movil;sujeto
3,713197;0,0105;0,93;0,1378;0,94;stairs;Samsung Galaxy S10;Isaías
3,715167;0,0042;0,9254;0,1282;0,934;stairs;Samsung Galaxy S10;Isaías
3,720716;-0,0029;0,9227;0,1197;0,93;stairs;Samsung Galaxy S10;Isaías
3,725488;-0,0115;0,9234;0,1126;0,93;stairs;Samsung Galaxy S10;Isaías
3,730527;-0,0242;0,9264;0,1063;0,933;stairs;Samsung Galaxy S10;Isaías
3,734572;-0,0296;0,9273;0,1029;0,933;stairs;Samsung Galaxy S10;Isaías
3,739864;-0,0345;0,9334;0,097;0,939;stairs;Samsung Galaxy S10;Isaías
3,746129;-0,0381;0,9356;0,0904;0,941;stairs;Samsung Galaxy S10;Isaías
3,749958;-0,0411;0,9391;0,0823;0,944;stairs;Samsung Galaxy S10;Isaías
3,756197;-0,043;0,9439;0,0772;0,948;stairs;Samsung Galaxy S10;Isaías
3,760217;-0,0472;0,9454;0,074;0,95;stairs;Samsung Galaxy S10;Isaías
3,766141;-0,0577;0,9506;0,0718;0,955;stairs;Samsung Galaxy S10;Isaías
3,771819;-0,0706;0,9547;0,063;0,959;stairs;Samsung Galaxy S10;Isaías
3,775336;-0,0782;0,9625;0,0511;0,967;stairs;Samsung Galaxy S10;Isaías
3,781595;-0,0762;0,9679;0,0403;0,972;stairs;Samsung Galaxy S10;Isaías
3,788862;-0,0704;0,9713;0,0296;0,974;stairs;Samsung Galaxy S10;Isaías
3,790776;-0,0586;0,9786;0,022;0,981;stairs;Samsung Galaxy S10;Isaías
3,79635;-0,0452;0,9799;0,0176;0,981;stairs;Samsung Galaxy S10;Isaías
3,801938;-0,0308;0,9779;0,0195;0,979;stairs;Samsung Galaxy S10;Isaías
3,808791;-0,0225;0,975;0,0222;0,975;stairs;Samsung Galaxy S10;Isaías
3,818534;-0,012;0,9752;0,0215;0,976;stairs;Samsung Galaxy S10;Isaías
3,819049;-0,0063;0,9738;0,0261;0,974;stairs;Samsung Galaxy S10;Isaías
3,826062;-0,0061;0,9774;0,0283;0,978;stairs;Samsung Galaxy S10;Isaías
3,826965;-0,0105;0,9791;0,0276;0,98;stairs;Samsung Galaxy S10;Isaías
3,832356;-0,0149;0,9779;0,0247;0,978;stairs;Samsung Galaxy S10;Isaías
3,836612;-0,019;0,9791;0,0215;0,98;stairs;Samsung Galaxy S10;Isaías
3,842609;-0,0249;0,9801;0,021;0,981;stairs;Samsung Galaxy S10;Isaías
3,846372;-0,0232;0,9821;0,0261;0,983;stairs;Samsung Galaxy S10;Isaías
3,851319;-0,0154;0,9857;0,0357;0,986;stairs;Samsung Galaxy S10;Isaías
3,856927;-0,0049;0,9913;0,0498;0,993;stairs;Samsung Galaxy S10;Isaías
3,862482;0,0029;0,9945;0,0667;0,997;stairs;Samsung Galaxy S10;Isaías
3,867823;0,0098;0,9948;0,0875;0,999;stairs;Samsung Galaxy S10;Isaías
3,87205;0,0085;0,9909;0,1048;0,996;stairs;Samsung Galaxy S10;Isaías
3,877356;0,0059;0,9887;0,1197;0,996;stairs;Samsung Galaxy S10;Isaías
3,882864;-0,0007;0,9821;0,1302;0,991;stairs;Samsung Galaxy S10;Isaías
3,888563;-0,0063;0,9716;0,1358;0,981;stairs;Samsung Galaxy S10;Isaías
3,891835;-0,0154;0,9652;0,1344;0,975;stairs;Samsung Galaxy S10;Isaías
3,897207;-0,022;0,962;0,1309;0,971;stairs;Samsung Galaxy S10;Isaías
3,903274;-0,0313;0,9596;0,1236;0,968;stairs;Samsung Galaxy S10;Isaías
3,909353;-0,0371;0,954;0,1138;0,961;stairs;Samsung Galaxy S10;Isaías
3,912203;-0,0452;0,945;0,1009;0,951;stairs;Samsung Galaxy S10;Isaías
3,917395;-0,0552;0,9352;0,0806;0,94;stairs;Samsung Galaxy S10;Isaías
3,930436;-0,0603;0,9247;0,0559;0,928;stairs;Samsung Galaxy S10;Isaías
3,930879;-0,0628;0,9215;0,0296;0,924;stairs;Samsung Galaxy S10;Isaías
3,932558;-0,0589;0,9225;0,0056;0,924;stairs;Samsung Galaxy S10;Isaías
3,939362;-0,0567;0,9281;-0,0105;0,93;stairs;Samsung Galaxy S10;Isaías
3,943828;-0,0542;0,9361;-0,0188;0,938;stairs;Samsung Galaxy S10;Isaías
3,947583;-0,055;0,9454;-0,0203;0,947;stairs;Samsung Galaxy S10;Isaías
3,953768;-0,0489;0,952;-0,0144;0,953;stairs;Samsung Galaxy S10;Isaías
3,959104;-0,0445;0,9574;-0,0039;0,958;stairs;Samsung Galaxy S10;Isaías
3,96307;-0,033;0,9594;0,0034;0,96;stairs;Samsung Galaxy S10;Isaías
3,96903;-0,02;0,9606;0,009;0,961;stairs;Samsung Galaxy S10;Isaías
3,975182;-0,0098;0,9628;0,0129;0,963;stairs;Samsung Galaxy S10;Isaías
3,9785;0,0007;0,9669;0,019;0,967;stairs;Samsung Galaxy S10;Isaías
3,983013;0,0044;0,9718;0,0249;0,972;stairs;Samsung Galaxy S10;Isaías
3,988627;0,009;0,9747;0,0335;0,975;stairs;Samsung Galaxy S10;Isaías
3,994258;0,0134;0,9791;0,0357;0,98;stairs;Samsung Galaxy S10;Isaías
3,998517;0,0183;0,9811;0,0384;0,982;stairs;Samsung Galaxy S10;Isaías
4,004145;0,0176;0,9821;0,0364;0,983;stairs;Samsung Galaxy S10;Isaías
4,010176;0,0166;0,9811;0,0345;0,982;stairs;Samsung Galaxy S10;Isaías
4,013986;0,0122;0,9828;0,0359;0,984;stairs;Samsung Galaxy S10;Isaías
4,018996;0,0078;0,9772;0,0359;0,978;stairs;Samsung Galaxy S10;Isaías
4,03049;0,0012;0,9733;0,0384;0,974;stairs;Samsung Galaxy S10;Isaías
4,030768;-0,0044;0,9672;0,0398;0,968;stairs;Samsung Galaxy S10;Isaías
4,035197;-0,0061;0,9601;0,0384;0,961;stairs;Samsung Galaxy S10;Isaías
4,039278;-0,0063;0,9562;0,0335;0,957;stairs;Samsung Galaxy S10;Isaías
4,043975;-0,0083;0,9518;0,0273;0,952;stairs;Samsung Galaxy S10;Isaías
4,050771;-0,0117;0,9508;0,0251;0,951;stairs;Samsung Galaxy S10;Isaías
4,055864;-0,0095;0,9501;0,0225;0,95;stairs;Samsung Galaxy S10;Isaías
4,05922;-0,0073;0,9533;0,0232;0,954;stairs;Samsung Galaxy S10;Isaías
4,065821;-0,0032;0,9559;0,0227;0,956;stairs;Samsung Galaxy S10;Isaías
4,072069;0,0039;0,9574;0,0195;0,958;stairs;Samsung Galaxy S10;Isaías
4,074578;0,0115;0,9598;0,0164;0,96;stairs;Samsung Galaxy S10;Isaías
4,079723;0,0198;0,9655;0,0098;0,966;stairs;Samsung Galaxy S10;Isaías
4,084407;0,0264;0,9718;0,0027;0,972;stairs;Samsung Galaxy S10;Isaías
4,090896;0,032;0,9786;-0,0056;0,979;stairs;Samsung Galaxy S10;Isaías
4,096422;0,0332;0,9848;-0,012;0,985;stairs;Samsung Galaxy S10;Isaías
4,101302;0,0318;0,9889;-0,0212;0,99;stairs;Samsung Galaxy S10;Isaías
4,109153;0,0318;0,9911;-0,0273;0,992;stairs;Samsung Galaxy S10;Isaías
4,110134;0,0291;0,9913;-0,0254;0,992;stairs;Samsung Galaxy S10;Isaías
4,115063;0,0276;0,9911;-0,0239;0,992;stairs;Samsung Galaxy S10;Isaías
4,131105;0,021;0,9894;-0,0183;0,99;stairs;Samsung Galaxy S10;Isaías
4,131789;0,019;0,9894;-0,0078;0,99;stairs;Samsung Galaxy S10;Isaías
4,13205;0,0122;0,9869;0,0007;0,987;stairs;Samsung Galaxy S10;Isaías
4,135352;0,0049;0,986;0,0122;0,986;stairs;Samsung Galaxy S10;Isaías
4,141585;-0,0027;0,985;0,0239;0,985;stairs;Samsung Galaxy S10;Isaías
4,145974;-0,0115;0,9852;0,0398;0,986;stairs;Samsung Galaxy S10;Isaías
4,151261;-0,021;0,9869;0,0596;0,989;stairs;Samsung Galaxy S10;Isaías
4,155796;-0,0291;0,9879;0,0779;0,991;stairs;Samsung Galaxy S10;Isaías
4,161599;-0,0359;0,9872;0,0924;0,992;stairs;Samsung Galaxy S10;Isaías
4,166929;-0,0428;0,9869;0,0989;0,993;stairs;Samsung Galaxy S10;Isaías
4,171443;-0,0484;0,9862;0,1007;0,993;stairs;Samsung Galaxy S10;Isaías
4,175952;-0,052;0,985;0,0928;0,991;stairs;Samsung Galaxy S10;Isaías
4,18211;-0,053;0,9867;0,0855;0,992;stairs;Samsung Galaxy S10;Isaías
4,187094;-0,0515;0,9894;0,0745;0,994;stairs;Samsung Galaxy S10;Isaías
4,191254;-0,0489;0,9945;0,0677;0,998;stairs;Samsung Galaxy S10;Isaías
4,197449;-0,0476;0,9967;0,0642;1;stairs;Samsung Galaxy S10;Isaías
4,202324;-0,0462;1,0009;0,0642;1,004;stairs;Samsung Galaxy S10;Isaías
4,210688;-0,0432;1,0026;0,066;1,006;stairs;Samsung Galaxy S10;Isaías
4,211437;-0,0357;1,0021;0,0633;1,005;stairs;Samsung Galaxy S10;Isaías
4,216505;-0,0313;1,0024;0,0567;1,004;stairs;Samsung Galaxy S10;Isaías
4,233419;-0,0239;1,0031;0,0515;1,005;stairs;Samsung Galaxy S10;Isaías
4,234449;-0,0178;1,0068;0,0396;1,008;stairs;Samsung Galaxy S10;Isaías
4,234953;-0,0127;1,0104;0,0259;1,011;stairs;Samsung Galaxy S10;Isaías
4,23752;-0,0151;1,0165;0,0164;1,017;stairs;Samsung Galaxy S10;Isaías
4,242461;-0,0225;1,0258;0,0112;1,026;stairs;Samsung Galaxy S10;Isaías
4,246771;-0,0271;1,0361;0,0068;1,036;stairs;Samsung Galaxy S10;Isaías
4,251803;-0,034;1,0468;0,002;1,047;stairs;Samsung Galaxy S10;Isaías
4,257093;-0,0371;1,0553;-0,0017;1,056;stairs;Samsung Galaxy S10;Isaías
4,262877;-0,0386;1,0595;-0,0029;1,06;stairs;Samsung Galaxy S10;Isaías
4,267163;-0,0386;1,06;-0,0046;1,061;stairs;Samsung Galaxy S10;Isaías
4,273602;-0,0325;1,0593;-0,0061;1,06;stairs;Samsung Galaxy S10;Isaías
4,277272;-0,0266;1,059;-0,0103;1,059;stairs;Samsung Galaxy S10;Isaías
4,282974;-0,022;1,0634;-0,0088;1,064;stairs;Samsung Galaxy S10;Isaías
4,288741;-0,0215;1,0678;0,0044;1,068;stairs;Samsung Galaxy S10;Isaías
4,29309;-0,0242;1,0734;0,0264;1,074;stairs;Samsung Galaxy S10;Isaías
4,298562;-0,0266;1,0822;0,0498;1,084;stairs;Samsung Galaxy S10;Isaías
4,302573;-0,0249;1,0857;0,0774;1,089;stairs;Samsung Galaxy S10;Isaías
4,310148;-0,019;1,0888;0,1011;1,094;stairs;Samsung Galaxy S10;Isaías
4,312912;-0,0117;1,094;0,1226;1,101;stairs;Samsung Galaxy S10;Isaías
4,317855;-0,0022;1,0976;0,1375;1,106;stairs;Samsung Galaxy S10;Isaías
4,33231;0,0022;1,1027;0,1439;1,112;stairs;Samsung Galaxy S10;Isaías
4,333144;0,0068;1,1079;0,1493;1,118;stairs;Samsung Galaxy S10;Isaías
4,333421;0,0107;1,1157;0,1444;1,125;stairs;Samsung Galaxy S10;Isaías
4,339792;0,0156;1,1243;0,138;1,133;stairs;Samsung Galaxy S10;Isaías
4,343085;0,02;1,1291;0,1295;1,137;stairs;Samsung Galaxy S10;Isaías
4,348132;0,0254;1,1357;0,1146;1,142;stairs;Samsung Galaxy S10;Isaías
4,354265;0,0271;1,1401;0,0965;1,145;stairs;Samsung Galaxy S10;Isaías
4,358185;0,0232;1,1409;0,0789;1,144;stairs;Samsung Galaxy S10;Isaías
4,363512;0,0161;1,1421;0,0577;1,144;stairs;Samsung Galaxy S10;Isaías
4,369537;0,009;1,1411;0,0381;1,142;stairs;Samsung Galaxy S10;Isaías
4,374874;0,002;1,1394;0,0208;1,14;stairs;Samsung Galaxy S10;Isaías
4,378646;-0,0056;1,1382;0,0081;1,138;stairs;Samsung Galaxy S10;Isaías
4,384572;-0,0183;1,1374;0,0024;1,138;stairs;Samsung Galaxy S10;Isaías
4,390834;-0,0362;1,1421;0,0076;1,143;stairs;Samsung Galaxy S10;Isaías
4,394051;-0,0513;1,1504;0,0203;1,152;stairs;Samsung Galaxy S10;Isaías
4,400411;-0,0652;1,1611;0,0457;1,164;stairs;Samsung Galaxy S10;Isaías
4,405094;-0,0796;1,1741;0,0767;1,179;stairs;Samsung Galaxy S10;Isaías
4,410933;-0,0933;1,1873;0,1136;1,196;stairs;Samsung Galaxy S10;Isaías
4,414436;-0,107;1,1978;0,1476;1,212;stairs;Samsung Galaxy S10;Isaías
4,419265;-0,1143;1,2058;0,1744;1,224;stairs;Samsung Galaxy S10;Isaías
4,431465;-0,1151;1,2088;0,1964;1,23;stairs;Samsung Galaxy S10;Isaías
4,431741;-0,1134;1,2134;0,2113;1,237;stairs;Samsung Galaxy S10;Isaías
4,435702;-0,1077;1,2215;0,2216;1,246;stairs;Samsung Galaxy S10;Isaías
4,440429;-0,1055;1,2293;0,2265;1,254;stairs;Samsung Galaxy S10;Isaías
4,445488;-0,0992;1,2335;0,2218;1,257;stairs;Samsung Galaxy S10;Isaías
4,45005;-0,0953;1,232;0,2094;1,253;stairs;Samsung Galaxy S10;Isaías
4,456291;-0,0902;1,2283;0,1903;1,246;stairs;Samsung Galaxy S10;Isaías
4,461427;-0,0857;1,2212;0,1656;1,235;stairs;Samsung Galaxy S10;Isaías
4,465651;-0,086;1,2115;0,1331;1,222;stairs;Samsung Galaxy S10;Isaías
4,470212;-0,0887;1,2007;0,1009;1,208;stairs;Samsung Galaxy S10;Isaías
4,475875;-0,0904;1,1907;0,0694;1,196;stairs;Samsung Galaxy S10;Isaías
4,480881;-0,0899;1,1792;0,0398;1,183;stairs;Samsung Galaxy S10;Isaías
4,484944;-0,0926;1,1733;0,0151;1,177;stairs;Samsung Galaxy S10;Isaías
4,492252;-0,0994;1,1702;-0,0046;1,174;stairs;Samsung Galaxy S10;Isaías
4,496306;-0,1104;1,168;-0,0239;1,173;stairs;Samsung Galaxy S10;Isaías
4,500302;-0,1251;1,1687;-0,0389;1,176;stairs;Samsung Galaxy S10;Isaías
4,505753;-0,1439;1,1724;-0,0447;1,182;stairs;Samsung Galaxy S10;Isaías
4,512735;-0,1603;1,1724;-0,0484;1,184;stairs;Samsung Galaxy S10;Isaías
4,515468;-0,1752;1,1746;-0,0459;1,188;stairs;Samsung Galaxy S10;Isaías
4,52063;-0,1883;1,1763;-0,0393;1,192;stairs;Samsung Galaxy S10;Isaías
4,534286;-0,2006;1,1714;-0,0298;1,189;stairs;Samsung Galaxy S10;Isaías
4,534507;-0,2152;1,1648;-0,02;1,185;stairs;Samsung Galaxy S10;Isaías
4,535787;-0,2228;1,1609;-0,0066;1,182;stairs;Samsung Galaxy S10;Isaías
4,542153;-0,2301;1,1499;0,0139;1,173;stairs;Samsung Galaxy S10;Isaías
4,547301;-0,2296;1,145;0,0393;1,168;stairs;Samsung Galaxy S10;Isaías
4,55071;-0,2291;1,137;0,0664;1,162;stairs;Samsung Galaxy S10;Isaías
4,556333;-0,2309;1,1267;0,0963;1,154;stairs;Samsung Galaxy S10;Isaías
4,561923;-0,2287;1,1132;0,127;1,144;stairs;Samsung Galaxy S10;Isaías
4,566103;-0,2243;1,1013;0,1525;1,134;stairs;Samsung Galaxy S10;Isaías
4,57478;-0,2169;1,0896;0,1681;1,124;stairs;Samsung Galaxy S10;Isaías
4,576838;-0,2121;1,0795;0,1769;1,114;stairs;Samsung Galaxy S10;Isaías
4,582029;-0,202;1,0734;0,1732;1,106;stairs;Samsung Galaxy S10;Isaías
4,586233;-0,1871;1,0703;0,1581;1,098;stairs;Samsung Galaxy S10;Isaías
4,592588;-0,1739;1,0673;0,1378;1,09;stairs;Samsung Galaxy S10;Isaías
4,597987;-0,1629;1,0678;0,1175;1,087;stairs;Samsung Galaxy S10;Isaías
4,601473;-0,1578;1,0615;0,0975;1,078;stairs;Samsung Galaxy S10;Isaías
4,611096;-0,1512;1,0558;0,0816;1,07;stairs;Samsung Galaxy S10;Isaías
4,611979;-0,1485;1,0478;0,0701;1,061;stairs;Samsung Galaxy S10;Isaías
4,616746;-0,1463;1,0412;0,0581;1,053;stairs;Samsung Galaxy S10;Isaías
4,62227;-0,1471;1,0285;0,0533;1,04;stairs;Samsung Galaxy S10;Isaías
4,627101;-0,1468;1,019;0,0537;1,031;stairs;Samsung Galaxy S10;Isaías
4,632395;-0,1498;1,0104;0,0547;1,023;stairs;Samsung Galaxy S10;Isaías
4,63789;-0,1539;1,0053;0,0613;1,019;stairs;Samsung Galaxy S10;Isaías
4,642995;-0,1593;1,0028;0,0711;1,018;stairs;Samsung Galaxy S10;Isaías
4,647535;-0,1666;0,9984;0,0875;1,016;stairs;Samsung Galaxy S10;Isaías
4,653277;-0,1747;0,9928;0,1094;1,014;stairs;Samsung Galaxy S10;Isaías
4,657315;-0,1764;0,986;0,1312;1,01;stairs;Samsung Galaxy S10;Isaías
4,663819;-0,1737;0,9789;0,1529;1,006;stairs;Samsung Galaxy S10;Isaías
4,668826;-0,1695;0,9735;0,1747;1,003;stairs;Samsung Galaxy S10;Isaías
4,673794;-0,1647;0,9635;0,1996;0,998;stairs;Samsung Galaxy S10;Isaías
4,678519;-0,1551;0,9579;0,2204;0,995;stairs;Samsung Galaxy S10;Isaías
4,683738;-0,1437;0,9537;0,2431;0,995;stairs;Samsung Galaxy S10;Isaías
4,687672;-0,1258;0,9503;0,2636;0,994;stairs;Samsung Galaxy S10;Isaías
4,69293;-0,1097;0,9437;0,2763;0,989;stairs;Samsung Galaxy S10;Isaías
4,699124;-0,0914;0,9413;0,2834;0,987;stairs;Samsung Galaxy S10;Isaías
4,702857;-0,0701;0,9403;0,2836;0,985;stairs;Samsung Galaxy S10;Isaías
4,711765;-0,0494;0,9398;0,278;0,981;stairs;Samsung Galaxy S10;Isaías
4,717467;-0,031;0,9444;0,2563;0,979;stairs;Samsung Galaxy S10;Isaías
4,718118;-0,0166;0,9501;0,2265;0,977;stairs;Samsung Galaxy S10;Isaías
4,733971;-0,0054;0,9559;0,1852;0,974;stairs;Samsung Galaxy S10;Isaías
4,734888;-0,0061;0,9603;0,1437;0,971;stairs;Samsung Galaxy S10;Isaías
4,735386;-0,0134;0,9586;0,1016;0,964;stairs;Samsung Galaxy S10;Isaías
4,740117;-0,0273;0,9545;0,0574;0,957;stairs;Samsung Galaxy S10;Isaías
4,74458;-0,0371;0,9422;0,0173;0,943;stairs;Samsung Galaxy S10;Isaías
4,750241;-0,0484;0,9237;-0,0171;0,925;stairs;Samsung Galaxy S10;Isaías
4,754579;-0,0547;0,9066;-0,0423;0,909;stairs;Samsung Galaxy S10;Isaías
4,758986;-0,0601;0,8885;-0,0613;0,893;stairs;Samsung Galaxy S10;Isaías
4,764017;-0,0669;0,8763;-0,0684;0,881;stairs;Samsung Galaxy S10;Isaías
4,770297;-0,0755;0,8668;-0,0682;0,873;stairs;Samsung Galaxy S10;Isaías
4,775809;-0,0865;0,8619;-0,0611;0,868;stairs;Samsung Galaxy S10;Isaías
4,779479;-0,0972;0,8553;-0,045;0,862;stairs;Samsung Galaxy S10;Isaías
4,783943;-0,1011;0,8492;-0,0264;0,856;stairs;Samsung Galaxy S10;Isaías
4,79166;-0,1051;0,8465;-0,0081;0,853;stairs;Samsung Galaxy S10;Isaías
4,795238;-0,1072;0,8419;0,0081;0,849;stairs;Samsung Galaxy S10;Isaías
4,799488;-0,108;0,8419;0,0291;0,849;stairs;Samsung Galaxy S10;Isaías
4,804255;-0,1068;0,8416;0,0469;0,85;stairs;Samsung Galaxy S10;Isaías
4,813047;-0,1063;0,8397;0,0657;0,849;stairs;Samsung Galaxy S10;Isaías
4,814827;-0,1063;0,8401;0,0826;0,851;stairs;Samsung Galaxy S10;Isaías
4,82006;-0,1068;0,8406;0,0977;0,853;stairs;Samsung Galaxy S10;Isaías
4,83462;-0,108;0,8428;0,1116;0,857;stairs;Samsung Galaxy S10;Isaías
4,835643;-0,1124;0,845;0,1236;0,861;stairs;Samsung Galaxy S10;Isaías
4,836097;-0,1148;0,8494;0,1387;0,868;stairs;Samsung Galaxy S10;Isaías
4,840474;-0,1143;0,8516;0,1495;0,872;stairs;Samsung Galaxy S10;Isaías
4,845881;-0,1151;0,8558;0,1588;0,878;stairs;Samsung Galaxy S10;Isaías
4,851955;-0,1156;0,8587;0,1683;0,883;stairs;Samsung Galaxy S10;Isaías
4,856356;-0,1156;0,8599;0,1691;0,884;stairs;Samsung Galaxy S10;Isaías
4,861421;-0,1146;0,8572;0,159;0,879;stairs;Samsung Galaxy S10;Isaías
4,866191;-0,1148;0,8519;0,1414;0,871;stairs;Samsung Galaxy S10;Isaías
4,871702;-0,1112;0,848;0,119;0,863;stairs;Samsung Galaxy S10;Isaías
4,876266;-0,1048;0,845;0,0906;0,856;stairs;Samsung Galaxy S10;Isaías
4,881356;-0,0972;0,8458;0,0584;0,853;stairs;Samsung Galaxy S10;Isaías
4,886697;-0,0946;0,8504;0,0352;0,856;stairs;Samsung Galaxy S10;Isaías
4,892618;-0,0894;0,857;0,0159;0,862;stairs;Samsung Galaxy S10;Isaías
4,896056;-0,0833;0,8665;0,0032;0,871;stairs;Samsung Galaxy S10;Isaías
4,900881;-0,0747;0,8755;-0,0068;0,879;stairs;Samsung Galaxy S10;Isaías
4,905853;-0,0657;0,8792;-0,0112;0,882;stairs;Samsung Galaxy S10;Isaías
4,912058;-0,0533;0,8865;-0,0161;0,888;stairs;Samsung Galaxy S10;Isaías
4,915935;-0,044;0,8929;-0,0259;0,894;stairs;Samsung Galaxy S10;Isaías
4,921112;-0,0403;0,8941;-0,0335;0,896;stairs;Samsung Galaxy S10;Isaías
4,934613;-0,0396;0,899;-0,0403;0,901;stairs;Samsung Galaxy S10;Isaías
4,935106;-0,0406;0,9041;-0,043;0,906;stairs;Samsung Galaxy S10;Isaías
4,937078;-0,0491;0,9085;-0,0369;0,911;stairs;Samsung Galaxy S10;Isaías
4,942249;-0,0547;0,9151;-0,0234;0,917;stairs;Samsung Galaxy S10;Isaías
4,946424;-0,0601;0,9227;-0,0061;0,925;stairs;Samsung Galaxy S10;Isaías
4,952822;-0,0635;0,9317;0,0161;0,934;stairs;Samsung Galaxy S10;Isaías
4,957226;-0,0689;0,9391;0,0398;0,942;stairs;Samsung Galaxy S10;Isaías
4,961771;-0,0762;0,9503;0,0628;0,955;stairs;Samsung Galaxy S10;Isaías
4,96679;-0,0811;0,9584;0,0857;0,966;stairs;Samsung Galaxy S10;Isaías
4,971758;-0,0887;0,9662;0,1063;0,976;stairs;Samsung Galaxy S10;Isaías
4,978168;-0,0924;0,9721;0,1224;0,984;stairs;Samsung Galaxy S10;Isaías
4,982875;-0,0946;0,9791;0,1358;0,993;stairs;Samsung Galaxy S10;Isaías
4,986994;-0,0968;0,9867;0,1468;1,002;stairs;Samsung Galaxy S10;Isaías
4,994652;-0,0994;0,994;0,1498;1,01;stairs;Samsung Galaxy S10;Isaías
4,997521;-0,0992;0,9987;0,149;1,015;stairs;Samsung Galaxy S10;Isaías
5,002276;-0,1007;1,0068;0,1449;1,022;stairs;Samsung Galaxy S10;Isaías
5,007591;-0,1036;1,0124;0,1405;1,027;stairs;Samsung Galaxy S10;Isaías
5,01402;-0,1046;1,0165;0,1319;1,03;stairs;Samsung Galaxy S10;Isaías
5,017422;-0,1065;1,0204;0,1226;1,033;stairs;Samsung Galaxy S10;Isaías
5,022619;-0,1068;1,0248;0,1158;1,037;stairs;Samsung Galaxy S10;Isaías
5,033677;-0,108;1,0258;0,1077;1,037;stairs;Samsung Galaxy S10;Isaías
5,034162;-0,1085;1,0253;0,0994;1,036;stairs;Samsung Galaxy S10;Isaías
5,038904;-0,1107;1,0273;0,0909;1,037;stairs;Samsung Galaxy S10;Isaías
5,042867;-0,1141;1,0282;0,0865;1,038;stairs;Samsung Galaxy S10;Isaías
5,048396;-0,1158;1,0302;0,0813;1,04;stairs;Samsung Galaxy S10;Isaías
5,052933;-0,1202;1,0309;0,0818;1,041;stairs;Samsung Galaxy S10;Isaías
5,058651;-0,119;1,0336;0,0852;1,044;stairs;Samsung Galaxy S10;Isaías
5,064358;-0,1197;1,0356;0,0924;1,047;stairs;Samsung Galaxy S10;Isaías
5,0684;-0,1197;1,0343;0,0994;1,046;stairs;Samsung Galaxy S10;Isaías
5,074109;-0,1226;1,0341;0,1055;1,047;stairs;Samsung Galaxy S10;Isaías
5,079978;-0,1273;1,0336;0,1077;1,047;stairs;Samsung Galaxy S10;Isaías
5,083636;-0,1302;1,0307;0,1055;1,044;stairs;Samsung Galaxy S10;Isaías
5,088548;-0,1312;1,0253;0,0975;1,038;stairs;Samsung Galaxy S10;Isaías
5,09491;-0,1331;1,0207;0,0902;1,033;stairs;Samsung Galaxy S10;Isaías
5,09949;-0,1358;1,0168;0,0855;1,029;stairs;Samsung Galaxy S10;Isaías
5,103574;-0,139;1,0112;0,0857;1,024;stairs;Samsung Galaxy S10;Isaías
5,113961;-0,1407;1,0082;0,0838;1,021;stairs;Samsung Galaxy S10;Isaías
5,115019;-0,1409;1,0041;0,0833;1,017;stairs;Samsung Galaxy S10;Isaías
5,120011;-0,1427;0,9984;0,0821;1,012;stairs;Samsung Galaxy S10;Isaías
5,135634;-0,1441;0,9911;0,075;1,004;stairs;Samsung Galaxy S10;Isaías
5,136674;-0,1441;0,9838;0,0667;0,997;stairs;Samsung Galaxy S10;Isaías
5,137161;-0,1427;0,9779;0,0574;0,99;stairs;Samsung Galaxy S10;Isaías
5,140082;-0,1439;0,9747;0,0511;0,987;stairs;Samsung Galaxy S10;Isaías
5,145297;-0,1449;0,9691;0,043;0,981;stairs;Samsung Galaxy S10;Isaías
5,150303;-0,1431;0,9652;0,0379;0,977;stairs;Samsung Galaxy S10;Isaías
5,154919;-0,1427;0,9635;0,034;0,975;stairs;Samsung Galaxy S10;Isaías
5,160354;-0,1397;0,963;0,031;0,974;stairs;Samsung Galaxy S10;Isaías
5,165496;-0,1383;0,9647;0,0276;0,975;stairs;Samsung Galaxy S10;Isaías
5,170183;-0,1361;0,964;0,0259;0,974;stairs;Samsung Galaxy S10;Isaías
5,174969;-0,1348;0,9647;0,0266;0,974;stairs;Samsung Galaxy S10;Isaías
5,180443;-0,1326;0,9645;0,0244;0,974;stairs;Samsung Galaxy S10;Isaías
5,186015;-0,1302;0,9674;0,0242;0,976;stairs;Samsung Galaxy S10;Isaías
5,191328;-0,1287;0,9681;0,0298;0,977;stairs;Samsung Galaxy S10;Isaías
5,195137;-0,1241;0,9703;0,0415;0,979;stairs;Samsung Galaxy S10;Isaías
5,200069;-0,1185;0,973;0,0564;0,982;stairs;Samsung Galaxy S10;Isaías
5,205013;-0,1185;0,9786;0,0647;0,988;stairs;Samsung Galaxy S10;Isaías
5,214109;-0,1204;0,9804;0,0743;0,991;stairs;Samsung Galaxy S10;Isaías
5,216203;-0,1207;0,9818;0,0818;0,993;stairs;Samsung Galaxy S10;Isaías
5,220297;-0,1187;0,9821;0,0902;0,993;stairs;Samsung Galaxy S10;Isaías
5,236114;-0,1156;0,9796;0,0963;0,991;stairs;Samsung Galaxy S10;Isaías
5,237056;-0,1146;0,9786;0,0972;0,99;stairs;Samsung Galaxy S10;Isaías
5,237542;-0,1129;0,9779;0,096;0,989;stairs;Samsung Galaxy S10;Isaías
5,242837;-0,1138;0,9772;0,0933;0,988;stairs;Samsung Galaxy S10;Isaías
5,24545;-0,1185;0,975;0,0867;0,986;stairs;Samsung Galaxy S10;Isaías
5,250483;-0,1207;0,9733;0,0813;0,984;stairs;Samsung Galaxy S10;Isaías
