time;gFx;gFy;gFz;TgF;Actividad;movil;sujeto
1,565449;-0,0247;0,9821;0,2379;1,011;walking;Samsung Galaxy S10;Isaías
1,57074;-0,0291;0,9786;0,2318;1,006;walking;Samsung Galaxy S10;Isaías
1,576543;-0,0306;0,9745;0,2228;1;walking;Samsung Galaxy S10;Isaías
1,581694;-0,0286;0,9681;0,2113;0,991;walking;Samsung Galaxy S10;Isaías
1,587192;-0,0301;0,9642;0,2008;0,985;walking;Samsung Galaxy S10;Isaías
1,59086;-0,0296;0,9601;0,1918;0,979;walking;Samsung Galaxy S10;Isaías
1,596029;-0,031;0,9596;0,1854;0,978;walking;Samsung Galaxy S10;Isaías
1,601005;-0,0313;0,9645;0,1776;0,981;walking;Samsung Galaxy S10;Isaías
1,606449;-0,031;0,9743;0,1761;0,991;walking;Samsung Galaxy S10;Isaías
1,61232;-0,0281;0,9838;0,1774;1;walking;Samsung Galaxy S10;Isaías
1,617273;-0,0244;0,9982;0,1839;1,015;walking;Samsung Galaxy S10;Isaías
1,62238;-0,0178;1,0085;0,1908;1,027;walking;Samsung Galaxy S10;Isaías
1,626755;-0,0156;1,0173;0,2013;1,037;walking;Samsung Galaxy S10;Isaías
1,631522;-0,0144;1,0207;0,2111;1,042;walking;Samsung Galaxy S10;Isaías
1,642786;-0,0176;1,0207;0,2223;1,045;walking;Samsung Galaxy S10;Isaías
1,650721;-0,0212;1,0165;0,2372;1,044;walking;Samsung Galaxy S10;Isaías
1,651475;-0,0276;1,0114;0,2523;1,043;walking;Samsung Galaxy S10;Isaías
1,651994;-0,0337;1,0065;0,2646;1,041;walking;Samsung Galaxy S10;Isaías
1,662384;-0,0415;0,9984;0,2763;1,037;walking;Samsung Galaxy S10;Isaías
1,662943;-0,0552;0,9891;0,2873;1,032;walking;Samsung Galaxy S10;Isaías
1,666883;-0,0638;0,9755;0,2971;1,022;walking;Samsung Galaxy S10;Isaías
1,67215;-0,0723;0,9603;0,3044;1,01;walking;Samsung Galaxy S10;Isaías
1,677869;-0,0747;0,9496;0,31;1,002;walking;Samsung Galaxy S10;Isaías
1,682927;-0,0769;0,9395;0,3088;0,992;walking;Samsung Galaxy S10;Isaías
1,687601;-0,0735;0,9298;0,3046;0,981;walking;Samsung Galaxy S10;Isaías
1,69306;-0,0716;0,9259;0,2963;0,975;walking;Samsung Galaxy S10;Isaías
1,697274;-0,0674;0,9244;0,2834;0,969;walking;Samsung Galaxy S10;Isaías
1,705417;-0,0638;0,93;0,2709;0,971;walking;Samsung Galaxy S10;Isaías
1,708365;-0,0594;0,9334;0,2563;0,97;walking;Samsung Galaxy S10;Isaías
1,712544;-0,0528;0,9398;0,235;0,97;walking;Samsung Galaxy S10;Isaías
1,71765;-0,0445;0,9452;0,2152;0,97;walking;Samsung Galaxy S10;Isaías
1,723825;-0,0391;0,9501;0,1971;0,971;walking;Samsung Galaxy S10;Isaías
1,727879;-0,034;0,9542;0,1815;0,972;walking;Samsung Galaxy S10;Isaías
1,733175;-0,0276;0,9574;0,1678;0,972;walking;Samsung Galaxy S10;Isaías
1,743754;-0,0261;0,9638;0,1537;0,976;walking;Samsung Galaxy S10;Isaías
1,751491;-0,022;0,9662;0,1427;0,977;walking;Samsung Galaxy S10;Isaías
1,752055;-0,0212;0,9711;0,1351;0,981;walking;Samsung Galaxy S10;Isaías
1,763542;-0,0195;0,9782;0,1275;0,987;walking;Samsung Galaxy S10;Isaías
1,764516;-0,0217;0,9801;0,1246;0,988;walking;Samsung Galaxy S10;Isaías
1,764969;-0,0249;0,9845;0,1241;0,993;walking;Samsung Galaxy S10;Isaías
1,768427;-0,0286;0,9796;0,1239;0,988;walking;Samsung Galaxy S10;Isaías
1,77348;-0,0325;0,9708;0,1261;0,98;walking;Samsung Galaxy S10;Isaías
1,779502;-0,0357;0,9611;0,1292;0,97;walking;Samsung Galaxy S10;Isaías
1,783663;-0,0369;0,9484;0,1292;0,958;walking;Samsung Galaxy S10;Isaías
1,788586;-0,0403;0,943;0,1312;0,953;walking;Samsung Galaxy S10;Isaías
1,794766;-0,0403;0,9415;0,1336;0,952;walking;Samsung Galaxy S10;Isaías
1,798654;-0,0445;0,9403;0,1383;0,951;walking;Samsung Galaxy S10;Isaías
1,805698;-0,0479;0,9386;0,1478;0,951;walking;Samsung Galaxy S10;Isaías
1,809922;-0,0515;0,9349;0,1583;0,95;walking;Samsung Galaxy S10;Isaías
1,813928;-0,053;0,9361;0,1661;0,952;walking;Samsung Galaxy S10;Isaías
1,818967;-0,0486;0,9349;0,1722;0,952;walking;Samsung Galaxy S10;Isaías
1,824329;-0,0425;0,9378;0,1756;0,955;walking;Samsung Galaxy S10;Isaías
1,829206;-0,0369;0,9432;0,181;0,961;walking;Samsung Galaxy S10;Isaías
1,83412;-0,0286;0,953;0,1805;0,97;walking;Samsung Galaxy S10;Isaías
1,841848;-0,0232;0,9645;0,1818;0,982;walking;Samsung Galaxy S10;Isaías
1,851128;-0,0142;0,9801;0,1869;0,998;walking;Samsung Galaxy S10;Isaías
1,851697;-0,0066;0,997;0,193;1,015;walking;Samsung Galaxy S10;Isaías
1,857854;-0,0005;1,0104;0,2006;1,03;walking;Samsung Galaxy S10;Isaías
1,859571;0,0012;1,0204;0,2033;1,04;walking;Samsung Galaxy S10;Isaías
1,864666;0,0039;1,0256;0,2028;1,045;walking;Samsung Galaxy S10;Isaías
1,871757;0,0061;1,0253;0,1981;1,044;walking;Samsung Galaxy S10;Isaías
1,875049;0,0095;1,0258;0,1925;1,044;walking;Samsung Galaxy S10;Isaías
1,880046;0,0088;1,0285;0,1859;1,045;walking;Samsung Galaxy S10;Isaías
1,885171;0,0056;1,0268;0,18;1,042;walking;Samsung Galaxy S10;Isaías
1,89002;0,0002;1,0258;0,1759;1,041;walking;Samsung Galaxy S10;Isaías
1,895218;-0,0083;1,0216;0,1732;1,036;walking;Samsung Galaxy S10;Isaías
1,90104;-0,0156;1,0229;0,1713;1,037;walking;Samsung Galaxy S10;Isaías
1,906941;-0,02;1,0236;0,1651;1,037;walking;Samsung Galaxy S10;Isaías
1,911365;-0,0256;1,0273;0,1615;1,04;walking;Samsung Galaxy S10;Isaías
1,915458;-0,0303;1,0324;0,1639;1,046;walking;Samsung Galaxy S10;Isaías
1,923239;-0,0323;1,0434;0,1678;1,057;walking;Samsung Galaxy S10;Isaías
1,926436;-0,0288;1,0566;0,1717;1,071;walking;Samsung Galaxy S10;Isaías
1,931316;-0,0296;1,0651;0,1776;1,08;walking;Samsung Galaxy S10;Isaías
1,936297;-0,0318;1,0771;0,1857;1,093;walking;Samsung Galaxy S10;Isaías
1,942879;-0,0354;1,0944;0,1984;1,113;walking;Samsung Galaxy S10;Isaías
1,951216;-0,0406;1,1115;0,2108;1,132;walking;Samsung Galaxy S10;Isaías
1,951907;-0,0476;1,1294;0,226;1,153;walking;Samsung Galaxy S10;Isaías
1,961211;-0,0525;1,1509;0,246;1,178;walking;Samsung Galaxy S10;Isaías
1,961723;-0,0579;1,1702;0,27;1,202;walking;Samsung Galaxy S10;Isaías
1,966384;-0,0613;1,1829;0,3012;1,222;walking;Samsung Galaxy S10;Isaías
1,972222;-0,0628;1,1846;0,3283;1,231;walking;Samsung Galaxy S10;Isaías
1,977215;-0,0613;1,18;0,3542;1,234;walking;Samsung Galaxy S10;Isaías
1,981887;-0,0491;1,1597;0,365;1,217;walking;Samsung Galaxy S10;Isaías
1,986673;-0,0298;1,1396;0,3642;1,197;walking;Samsung Galaxy S10;Isaías
1,991943;-0,0081;1,1218;0,3442;1,173;walking;Samsung Galaxy S10;Isaías
1,99759;0,0117;1,1084;0,3193;1,153;walking;Samsung Galaxy S10;Isaías
2,002095;0,0227;1,1071;0,2919;1,145;walking;Samsung Galaxy S10;Isaías
2,007257;0,0239;1,1123;0,2692;1,145;walking;Samsung Galaxy S10;Isaías
2,012897;0,0161;1,1269;0,2558;1,156;walking;Samsung Galaxy S10;Isaías
2,016751;0,0085;1,1479;0,2536;1,176;walking;Samsung Galaxy S10;Isaías
2,022968;-0,0063;1,168;0,2602;1,197;walking;Samsung Galaxy S10;Isaías
2,027911;-0,0186;1,1868;0,2761;1,219;walking;Samsung Galaxy S10;Isaías
2,032122;-0,0296;1,2071;0,2978;1,244;walking;Samsung Galaxy S10;Isaías
2,042998;-0,0401;1,2198;0,3254;1,263;walking;Samsung Galaxy S10;Isaías
2,043697;-0,0472;1,2168;0,355;1,268;walking;Samsung Galaxy S10;Isaías
2,051731;-0,0501;1,2029;0,3867;1,265;walking;Samsung Galaxy S10;Isaías
2,052239;-0,0523;1,1822;0,416;1,254;walking;Samsung Galaxy S10;Isaías
2,061075;-0,0528;1,1582;0,4427;1,241;walking;Samsung Galaxy S10;Isaías
2,062481;-0,0525;1,1299;0,4659;1,223;walking;Samsung Galaxy S10;Isaías
2,067377;-0,052;1,1062;0,4813;1,207;walking;Samsung Galaxy S10;Isaías
2,073209;-0,0589;1,0835;0,4908;1,191;walking;Samsung Galaxy S10;Isaías
2,07757;-0,0716;1,0561;0,4903;1,167;walking;Samsung Galaxy S10;Isaías
2,084132;-0,087;1,0236;0,4822;1,135;walking;Samsung Galaxy S10;Isaías
2,089977;-0,1055;0,9967;0,4671;1,106;walking;Samsung Galaxy S10;Isaías
2,092773;-0,1241;0,9686;0,4434;1,073;walking;Samsung Galaxy S10;Isaías
2,097831;-0,1456;0,9467;0,4126;1,043;walking;Samsung Galaxy S10;Isaías
2,102894;-0,1673;0,9237;0,3853;1,015;walking;Samsung Galaxy S10;Isaías
2,108097;-0,1847;0,9034;0,3506;0,986;walking;Samsung Galaxy S10;Isaías
2,113134;-0,203;0,8895;0,3154;0,965;walking;Samsung Galaxy S10;Isaías
2,119099;-0,2223;0,8738;0,2858;0,946;walking;Samsung Galaxy S10;Isaías
2,127554;-0,2404;0,8602;0,2565;0,929;walking;Samsung Galaxy S10;Isaías
2,128683;-0,2553;0,8536;0,227;0,919;walking;Samsung Galaxy S10;Isaías
2,133296;-0,2599;0,8502;0,2016;0,912;walking;Samsung Galaxy S10;Isaías
2,139629;-0,2585;0,857;0,183;0,914;walking;Samsung Galaxy S10;Isaías
2,143516;-0,2526;0,8685;0,1669;0,92;walking;Samsung Galaxy S10;Isaías
2,148355;-0,2414;0,8853;0,1554;0,931;walking;Samsung Galaxy S10;Isaías
2,153774;-0,2228;0,9056;0,1515;0,945;walking;Samsung Galaxy S10;Isaías
2,159217;-0,1979;0,9295;0,1549;0,963;walking;Samsung Galaxy S10;Isaías
2,164044;-0,1666;0,9555;0,1639;0,984;walking;Samsung Galaxy S10;Isaías
2,168769;-0,1317;0,9823;0,1822;1,008;walking;Samsung Galaxy S10;Isaías
2,174092;-0,0963;1,0024;0,2023;1,027;walking;Samsung Galaxy S10;Isaías
2,178999;-0,0572;1,0243;0,224;1,05;walking;Samsung Galaxy S10;Isaías
2,184192;-0,0239;1,0387;0,2472;1,068;walking;Samsung Galaxy S10;Isaías
2,189356;0,0059;1,0475;0,2697;1,082;walking;Samsung Galaxy S10;Isaías
2,194201;0,0347;1,049;0,2939;1,09;walking;Samsung Galaxy S10;Isaías
2,19919;0,0547;1,0407;0,3181;1,09;walking;Samsung Galaxy S10;Isaías
2,206287;0,0628;1,03;0,3386;1,086;walking;Samsung Galaxy S10;Isaías
2,209518;0,0652;1,0112;0,3532;1,073;walking;Samsung Galaxy S10;Isaías
2,214407;0,0581;0,9916;0,3645;1,058;walking;Samsung Galaxy S10;Isaías
2,219578;0,0415;0,9718;0,3642;1,039;walking;Samsung Galaxy S10;Isaías
2,224708;0,0195;0,9454;0,3576;1,011;walking;Samsung Galaxy S10;Isaías
2,229691;-0,0066;0,9249;0,3437;0,987;walking;Samsung Galaxy S10;Isaías
2,23497;-0,0357;0,9078;0,321;0,964;walking;Samsung Galaxy S10;Isaías
2,24631;-0,0694;0,889;0,2946;0,939;walking;Samsung Galaxy S10;Isaías
2,246826;-0,1014;0,8773;0,2656;0,922;walking;Samsung Galaxy S10;Isaías
2,250136;-0,1341;0,8738;0,2392;0,916;walking;Samsung Galaxy S10;Isaías
2,262396;-0,1617;0,8719;0,2143;0,912;walking;Samsung Galaxy S10;Isaías
2,263301;-0,1847;0,8773;0,1944;0,917;walking;Samsung Galaxy S10;Isaías
2,265238;-0,2008;0,8851;0,18;0,925;walking;Samsung Galaxy S10;Isaías
2,270199;-0,2125;0,8917;0,1752;0,933;walking;Samsung Galaxy S10;Isaías
2,275298;-0,2177;0,8976;0,1734;0,94;walking;Samsung Galaxy S10;Isaías
2,280399;-0,2179;0,8985;0,1774;0,941;walking;Samsung Galaxy S10;Isaías
2,286353;-0,2135;0,8985;0,1891;0,943;walking;Samsung Galaxy S10;Isaías
2,290669;-0,2035;0,8951;0,2028;0,94;walking;Samsung Galaxy S10;Isaías
2,295671;-0,1871;0,8971;0,2221;0,943;walking;Samsung Galaxy S10;Isaías
2,3016;-0,1693;0,8961;0,2443;0,944;walking;Samsung Galaxy S10;Isaías
2,307265;-0,149;0,8934;0,266;0,944;walking;Samsung Galaxy S10;Isaías
2,311574;-0,1339;0,8873;0,2912;0,943;walking;Samsung Galaxy S10;Isaías
2,316292;-0,1163;0,8799;0,31;0,94;walking;Samsung Galaxy S10;Isaías
2,321382;-0,1021;0,8716;0,3257;0,936;walking;Samsung Galaxy S10;Isaías
2,32811;-0,0921;0,8638;0,3374;0,932;walking;Samsung Galaxy S10;Isaías
2,331382;-0,0857;0,857;0,3457;0,928;walking;Samsung Galaxy S10;Isaías
2,336085;-0,0801;0,8477;0,3454;0,919;walking;Samsung Galaxy S10;Isaías
2,347343;-0,0762;0,8433;0,3425;0,913;walking;Samsung Galaxy S10;Isaías
2,347874;-0,0664;0,8409;0,3332;0,907;walking;Samsung Galaxy S10;Isaías
2,351796;-0,065;0,8421;0,3181;0,903;walking;Samsung Galaxy S10;Isaías
2,35708;-0,0628;0,8431;0,2966;0,896;walking;Samsung Galaxy S10;Isaías
2,361879;-0,0645;0,8436;0,2722;0,889;walking;Samsung Galaxy S10;Isaías
2,366525;-0,0664;0,8465;0,2448;0,884;walking;Samsung Galaxy S10;Isaías
2,373521;-0,0674;0,8497;0,2133;0,879;walking;Samsung Galaxy S10;Isaías
2,376705;-0,0694;0,8585;0,1861;0,881;walking;Samsung Galaxy S10;Isaías
2,382498;-0,0674;0,868;0,1612;0,885;walking;Samsung Galaxy S10;Isaías
2,38786;-0,0672;0,8758;0,14;0,889;walking;Samsung Galaxy S10;Isaías
2,392536;-0,0645;0,886;0,1229;0,897;walking;Samsung Galaxy S10;Isaías
2,397629;-0,0613;0,8971;0,1107;0,906;walking;Samsung Galaxy S10;Isaías
2,403815;-0,0567;0,9046;0,1031;0,912;walking;Samsung Galaxy S10;Isaías
2,407266;-0,0537;0,9078;0,0999;0,915;walking;Samsung Galaxy S10;Isaías
2,413086;-0,0489;0,9117;0,0992;0,918;walking;Samsung Galaxy S10;Isaías
2,417915;-0,0459;0,9142;0,0977;0,921;walking;Samsung Galaxy S10;Isaías
2,423622;-0,0415;0,9188;0,1007;0,925;walking;Samsung Galaxy S10;Isaías
2,428212;-0,0396;0,922;0,1085;0,929;walking;Samsung Galaxy S10;Isaías
2,433339;-0,0403;0,9251;0,1199;0,934;walking;Samsung Galaxy S10;Isaías
2,437668;-0,042;0,9303;0,1341;0,941;walking;Samsung Galaxy S10;Isaías
2,444741;-0,045;0,9347;0,1466;0,947;walking;Samsung Galaxy S10;Isaías
2,448159;-0,0479;0,9352;0,1605;0,95;walking;Samsung Galaxy S10;Isaías
2,452811;-0,0525;0,9332;0,1725;0,95;walking;Samsung Galaxy S10;Isaías
2,459709;-0,0533;0,9347;0,1822;0,954;walking;Samsung Galaxy S10;Isaías
2,463248;-0,0569;0,9376;0,1915;0,959;walking;Samsung Galaxy S10;Isaías
2,467996;-0,0599;0,9364;0,1971;0,959;walking;Samsung Galaxy S10;Isaías
2,473291;-0,0616;0,9398;0,2033;0,963;walking;Samsung Galaxy S10;Isaías
2,478516;-0,0664;0,9464;0,2089;0,971;walking;Samsung Galaxy S10;Isaías
2,483263;-0,0725;0,9513;0,2099;0,977;walking;Samsung Galaxy S10;Isaías
2,48947;-0,0784;0,9576;0,2135;0,984;walking;Samsung Galaxy S10;Isaías
2,493533;-0,0818;0,964;0,2138;0,991;walking;Samsung Galaxy S10;Isaías
2,498529;-0,0845;0,9652;0,2165;0,993;walking;Samsung Galaxy S10;Isaías
2,503387;-0,0865;0,9696;0,2167;0,997;walking;Samsung Galaxy S10;Isaías
2,508511;-0,087;0,974;0,2155;1,001;walking;Samsung Galaxy S10;Isaías
2,513509;-0,087;0,9762;0,2172;1,004;walking;Samsung Galaxy S10;Isaías
2,518482;-0,0857;0,9799;0,2223;1,008;walking;Samsung Galaxy S10;Isaías
2,526235;-0,0894;0,9862;0,2279;1,016;walking;Samsung Galaxy S10;Isaías
2,531103;-0,0899;0,9894;0,234;1,021;walking;Samsung Galaxy S10;Isaías
2,533692;-0,0899;0,9935;0,2362;1,025;walking;Samsung Galaxy S10;Isaías
2,53951;-0,0897;0,9943;0,2387;1,026;walking;Samsung Galaxy S10;Isaías
2,544234;-0,0892;0,9935;0,2406;1,026;walking;Samsung Galaxy S10;Isaías
2,548852;-0,0867;0,9911;0,2379;1,023;walking;Samsung Galaxy S10;Isaías
2,554201;-0,0865;0,9899;0,2323;1,02;walking;Samsung Galaxy S10;Isaías
2,561043;-0,086;0,9884;0,2262;1,018;walking;Samsung Galaxy S10;Isaías
2,564107;-0,0894;0,9867;0,2172;1,014;walking;Samsung Galaxy S10;Isaías
2,569254;-0,0928;0,9843;0,2118;1,011;walking;Samsung Galaxy S10;Isaías
2,574755;-0,1021;0,9796;0,2064;1,006;walking;Samsung Galaxy S10;Isaías
2,57978;-0,1102;0,9784;0,2023;1,005;walking;Samsung Galaxy S10;Isaías
2,584428;-0,1153;0,9755;0,1962;1,002;walking;Samsung Galaxy S10;Isaías
2,589556;-0,1229;0,9725;0,194;0,999;walking;Samsung Galaxy S10;Isaías
2,594666;-0,1275;0,9713;0,1937;0,999;walking;Samsung Galaxy S10;Isaías
2,600391;-0,1331;0,9672;0,1949;0,996;walking;Samsung Galaxy S10;Isaías
2,60474;-0,1324;0,9638;0,1988;0,993;walking;Samsung Galaxy S10;Isaías
2,610008;-0,1297;0,9603;0,2038;0,99;walking;Samsung Galaxy S10;Isaías
2,615033;-0,1226;0,9562;0,2033;0,985;walking;Samsung Galaxy S10;Isaías
2,619916;-0,1168;0,9513;0,2035;0,98;walking;Samsung Galaxy S10;Isaías
2,626407;-0,107;0,9471;0,2018;0,974;walking;Samsung Galaxy S10;Isaías
2,630613;-0,1031;0,9444;0,1952;0,97;walking;Samsung Galaxy S10;Isaías
2,635239;-0,0987;0,9408;0,1874;0,964;walking;Samsung Galaxy S10;Isaías
2,640423;-0,0948;0,9422;0,1781;0,964;walking;Samsung Galaxy S10;Isaías
2,645501;-0,0948;0,9439;0,1693;0,964;walking;Samsung Galaxy S10;Isaías
2,650424;-0,0977;0,9474;0,1588;0,966;walking;Samsung Galaxy S10;Isaías
2,65707;-0,0994;0,9518;0,1529;0,969;walking;Samsung Galaxy S10;Isaías
2,660688;-0,1011;0,9584;0,1478;0,975;walking;Samsung Galaxy S10;Isaías
2,66582;-0,098;0,9667;0,1439;0,982;walking;Samsung Galaxy S10;Isaías
2,670647;-0,0958;0,9747;0,1419;0,99;walking;Samsung Galaxy S10;Isaías
2,676145;-0,0946;0,9823;0,1412;0,997;walking;Samsung Galaxy S10;Isaías
2,681217;-0,0897;0,9867;0,1451;1,001;walking;Samsung Galaxy S10;Isaías
2,686189;-0,0867;0,9899;0,1529;1,005;walking;Samsung Galaxy S10;Isaías
2,69159;-0,0828;0,9921;0,1625;1,009;walking;Samsung Galaxy S10;Isaías
2,697043;-0,0811;0,9989;0,1727;1,017;walking;Samsung Galaxy S10;Isaías
2,70174;-0,0801;1,0077;0,1871;1,028;walking;Samsung Galaxy S10;Isaías
2,708457;-0,076;1,0136;0,1979;1,036;walking;Samsung Galaxy S10;Isaías
2,711983;-0,075;1,0177;0,2089;1,042;walking;Samsung Galaxy S10;Isaías
2,717293;-0,0723;1,0187;0,2194;1,045;walking;Samsung Galaxy S10;Isaías
2,723318;-0,0669;1,0195;0,2248;1,046;walking;Samsung Galaxy S10;Isaías
2,731041;-0,0647;1,0151;0,2287;1,043;walking;Samsung Galaxy S10;Isaías
2,731778;-0,0623;1,0097;0,2321;1,038;walking;Samsung Galaxy S10;Isaías
2,736865;-0,0596;1,0043;0,227;1,031;walking;Samsung Galaxy S10;Isaías
2,74967;-0,062;0,9984;0,2189;1,024;walking;Samsung Galaxy S10;Isaías
2,750189;-0,0655;0,9989;0,2094;1,023;walking;Samsung Galaxy S10;Isaías
2,752265;-0,0708;1,0038;0,1981;1,026;walking;Samsung Galaxy S10;Isaías
2,758052;-0,0755;1,0131;0,1886;1,033;walking;Samsung Galaxy S10;Isaías
2,762272;-0,0875;1,0251;0,1891;1,046;walking;Samsung Galaxy S10;Isaías
2,767353;-0,1014;1,0339;0,1976;1,057;walking;Samsung Galaxy S10;Isaías
2,773282;-0,1116;1,0417;0,2096;1,068;walking;Samsung Galaxy S10;Isaías
2,778108;-0,1175;1,0451;0,2187;1,074;walking;Samsung Galaxy S10;Isaías
2,78282;-0,1202;1,0475;0,2272;1,079;walking;Samsung Galaxy S10;Isaías
2,788612;-0,1177;1,0439;0,235;1,076;walking;Samsung Galaxy S10;Isaías
2,792751;-0,1131;1,0417;0,2372;1,074;walking;Samsung Galaxy S10;Isaías
2,797873;-0,1082;1,038;0,2375;1,07;walking;Samsung Galaxy S10;Isaías
2,804124;-0,0997;1,0309;0,2353;1,062;walking;Samsung Galaxy S10;Isaías
2,809195;-0,0946;1,0216;0,2272;1,051;walking;Samsung Galaxy S10;Isaías
2,812938;-0,0914;1,0138;0,2155;1,041;walking;Samsung Galaxy S10;Isaías
2,818388;-0,0914;1,0055;0,1993;1,029;walking;Samsung Galaxy S10;Isaías
2,828342;-0,0899;1,0021;0,1805;1,022;walking;Samsung Galaxy S10;Isaías
2,829092;-0,088;0,9994;0,1581;1,016;walking;Samsung Galaxy S10;Isaías
2,832972;-0,083;1,0016;0,1351;1,014;walking;Samsung Galaxy S10;Isaías
2,83799;-0,0835;1,0004;0,1087;1,01;walking;Samsung Galaxy S10;Isaías
2,846277;-0,086;1,0046;0,0823;1,012;walking;Samsung Galaxy S10;Isaías
2,848131;-0,0928;1,0094;0,073;1,016;walking;Samsung Galaxy S10;Isaías
2,85316;-0,1029;1,0075;0,0723;1,015;walking;Samsung Galaxy S10;Isaías
2,858551;-0,1031;1,0092;0,0677;1,017;walking;Samsung Galaxy S10;Isaías
2,863338;-0,0987;1,0163;0,0616;1,023;walking;Samsung Galaxy S10;Isaías
2,869251;-0,0909;1,029;0,0623;1,035;walking;Samsung Galaxy S10;Isaías
2,873679;-0,0808;1,0453;0,0699;1,051;walking;Samsung Galaxy S10;Isaías
2,878554;-0,0647;1,0664;0,0808;1,071;walking;Samsung Galaxy S10;Isaías
2,884099;-0,0467;1,0871;0,0924;1,092;walking;Samsung Galaxy S10;Isaías
2,888744;-0,021;1,1081;0,1053;1,113;walking;Samsung Galaxy S10;Isaías
2,89433;0,0032;1,1245;0,1136;1,13;walking;Samsung Galaxy S10;Isaías
2,899137;0,0301;1,1404;0,1226;1,147;walking;Samsung Galaxy S10;Isaías
2,903939;0,0513;1,1536;0,1278;1,162;walking;Samsung Galaxy S10;Isaías
2,909406;0,0725;1,167;0,1339;1,177;walking;Samsung Galaxy S10;Isaías
2,914392;0,0889;1,1831;0,1392;1,195;walking;Samsung Galaxy S10;Isaías
2,919146;0,0999;1,2022;0,1449;1,215;walking;Samsung Galaxy S10;Isaías
2,924794;0,108;1,2229;0,1503;1,237;walking;Samsung Galaxy S10;Isaías
2,929683;0,1153;1,2374;0,1495;1,252;walking;Samsung Galaxy S10;Isaías
2,934346;0,1131;1,2486;0,1483;1,262;walking;Samsung Galaxy S10;Isaías
2,939295;0,1063;1,253;0,1446;1,266;walking;Samsung Galaxy S10;Isaías
2,944975;0,0936;1,2552;0,1427;1,267;walking;Samsung Galaxy S10;Isaías
2,949584;0,0789;1,2601;0,1473;1,271;walking;Samsung Galaxy S10;Isaías
2,954521;0,0672;1,2625;0,1581;1,274;walking;Samsung Galaxy S10;Isaías
2,961787;0,0557;1,2606;0,1703;1,273;walking;Samsung Galaxy S10;Isaías
2,964985;0,042;1,2532;0,1881;1,268;walking;Samsung Galaxy S10;Isaías
2,969751;0,0306;1,2369;0,2077;1,255;walking;Samsung Galaxy S10;Isaías
2,975905;0,0156;1,2156;0,2282;1,237;walking;Samsung Galaxy S10;Isaías
2,980481;0,0049;1,1831;0,246;1,208;walking;Samsung Galaxy S10;Isaías
2,985035;-0,012;1,147;0,2631;1,177;walking;Samsung Galaxy S10;Isaías
2,990616;-0,0256;1,1069;0,2795;1,142;walking;Samsung Galaxy S10;Isaías
2,995745;-0,0445;1,0703;0,2944;1,111;walking;Samsung Galaxy S10;Isaías
3,000861;-0,0608;1,0365;0,3078;1,083;walking;Samsung Galaxy S10;Isaías
3,005403;-0,0784;1,0114;0,3215;1,064;walking;Samsung Galaxy S10;Isaías
3,011213;-0,0943;0,9923;0,3357;1,052;walking;Samsung Galaxy S10;Isaías
3,016156;-0,1087;0,9767;0,3423;1,041;walking;Samsung Galaxy S10;Isaías
3,021666;-0,1234;0,9564;0,3493;1,026;walking;Samsung Galaxy S10;Isaías
3,03016;-0,129;0,9356;0,3557;1,009;walking;Samsung Galaxy S10;Isaías
3,031775;-0,1297;0,9188;0,3496;0,992;walking;Samsung Galaxy S10;Isaías
3,035868;-0,1239;0,9105;0,3332;0,977;walking;Samsung Galaxy S10;Isaías
3,048417;-0,1151;0,9098;0,3032;0,966;walking;Samsung Galaxy S10;Isaías
3,049414;-0,1024;0,9164;0,2756;0,962;walking;Samsung Galaxy S10;Isaías
3,051382;-0,0938;0,9293;0,2482;0,966;walking;Samsung Galaxy S10;Isaías
3,056136;-0,084;0,9467;0,2326;0,978;walking;Samsung Galaxy S10;Isaías
3,061758;-0,0799;0,9662;0,2221;0,995;walking;Samsung Galaxy S10;Isaías
3,066385;-0,0728;0,9791;0,2135;1,005;walking;Samsung Galaxy S10;Isaías
3,072583;-0,0689;0,9877;0,2074;1,012;walking;Samsung Galaxy S10;Isaías
3,077209;-0,0655;0,9933;0,1988;1,015;walking;Samsung Galaxy S10;Isaías
3,081759;-0,0618;0,9923;0,1903;1,012;walking;Samsung Galaxy S10;Isaías
3,087038;-0,0601;0,9938;0,1881;1,013;walking;Samsung Galaxy S10;Isaías
3,091695;-0,0616;0,9906;0,1952;1,012;walking;Samsung Galaxy S10;Isaías
3,096978;-0,0664;0,9857;0,2042;1,009;walking;Samsung Galaxy S10;Isaías
3,10197;-0,075;0,9767;0,2169;1,003;walking;Samsung Galaxy S10;Isaías
3,107292;-0,0816;0,9669;0,2274;0,997;walking;Samsung Galaxy S10;Isaías
3,112409;-0,0882;0,9564;0,2382;0,99;walking;Samsung Galaxy S10;Isaías
3,117105;-0,0938;0,9471;0,2477;0,983;walking;Samsung Galaxy S10;Isaías
3,122251;-0,0965;0,9361;0,2553;0,975;walking;Samsung Galaxy S10;Isaías
3,130626;-0,0977;0,9247;0,266;0,967;walking;Samsung Galaxy S10;Isaías
3,132107;-0,0926;0,9137;0,2778;0,959;walking;Samsung Galaxy S10;Isaías
3,137176;-0,0848;0,9051;0,2848;0,953;walking;Samsung Galaxy S10;Isaías
3,142464;-0,0728;0,8983;0,2892;0,947;walking;Samsung Galaxy S10;Isaías
3,147336;-0,0569;0,8939;0,2885;0,941;walking;Samsung Galaxy S10;Isaías
